"name","pronunciation","meaning","type","length","weight","diet","teeth","food","how_moved","when_it_lived","found_it","taxonomy","foundators","year","species_type","comments","img_url","length_clean","diet_clean","num_taxonomy","site1","site2","site3","site4","era","time_range","start","end"
"Bellusaurus","bel-uh-sore-us","'fine lizard'","sauropod","5.0m",NA,"herbivorous",NA,NA,NA,"Mid Jurassic, 180-159 million years ago","China","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria","Dong and Azuma ","(1990) ","sui","  Bellusaurus is known from 17 partial skeletons, including from young dinosaurs.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Bellusaurus.jpg",5,"herbivorous",7,"China",NA,NA,NA,"Mid Jurassic","180-159 million years ago",180,159
"Borogovia","bor-o-goh-vee-a","'borogove'","small theropod","1.5m",NA,"carnivorous",NA,NA,NA,"Late Cretaceous, 84-66 million years ago","Mongolia","Dinosauria, Saurischia, Theropoda, Paraves, Eumaniraptoria, Troodontidae","OsmÃÂ³lska ","(1987) ","gracilicrus","  Only partial hindlimbs of this dinosaur have been found, so reconstructions are speculative. It was named after Lewis Carroll's borogoves from the poem Jabberwocky, published in 1871.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Borogovia.jpg",1.5,"carnivorous",6,"Mongolia",NA,NA,NA,"Late Cretaceous","84-66 million years ago",84,66
"Brachiosaurus","BRAK-ee-oh-sore-us","'arm lizard'","sauropod","30.0m",NA,"herbivorous",NA,NA,NA,"Late Jurassic, 155-140 million years ago","Algeria,
						
							Portugal,
						
							Tanzania,
						
							USA","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Brachiosauridae","Riggs ","(1903) ","altithorax","  Brachiosaurus held its head very high. It is likely to have eaten the leaves on tall tree-like plants.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/brach.jpg",30,"herbivorous",10,"Algeria","Portugal","Tanzania","USA","Late Jurassic","155-140 million years ago",155,140
"Brachylopho-saurus","brak-i-lof-oh-sore-us","'short-crested lizard'","large ornithopod","7.0m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 89-88 million years ago","Canada,
						
							USA","Dinosauria, Ornithischia, Ornithopoda, Hadrosauridae, Euhadrosauria, Hadrosaurinae","C. M. Sternberg ","(1953) ","canadensis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Brachylophosaurus.jpg",7,"herbivorous",6,"Canada","USA",NA,NA,"Late Cretaceous","89-88 million years ago",89,88
"Brachytrachelo-pan","brak-i-trak-eh-loh-pan","'short-necked Pan [shepherd god]'","sauropod","10.0m",NA,"herbivorous",NA,NA,NA,"Mid Jurassic, 150 million years ago","Argentina","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Dicraeosauridae","Rauhut, Remes, Fechner, Cladera and Puerta ","(2005) ","mesai","  Brachytrachelopan is known from partial neck and dorsal vertebrae (part of the backbone), ribs, a partial pelvis and limb bones. This dinosaur had, proportionately, the shortest neck of any known sauropod.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Brachytrachelopan.jpg",10,"herbivorous",8,"Argentina",NA,NA,NA,"Mid Jurassic","150 million years ago",150,150
"Buitreraptor","bwee-tree-rap-tor","'Buitrera ('vulture roost') plunderer'","small theropod","1.3m",NA,"carnivorous",NA,NA,NA,"Late Cretaceous, 99-90 million years ago","Argentina","Dinosauria, Saurischia, Theropoda, Dromaeosauridae, Unenlagiinae","Makovicky, ApesteguÃÂ­a & Agnolin ","(2005) ","gonzalezorum",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Buitreraptor.jpg",1.3,"carnivorous",5,"Argentina",NA,NA,NA,"Late Cretaceous","99-90 million years ago",99,90
"Camarasaurus","KAM-ar-a-sore-us","'chambered lizard'","sauropod","23.0m","20000kg","herbivorous","chisel-like, sharp, snipping teeth","tough plant material","on 4 legs","Late Jurassic, 150-140 million years ago","USA","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Camarasauridae","Cope ","(1877) ","supremus","  Camarasaurus used rows of close-set teeth to strip the leaves from trees and shrubs. Food was ground by stones in the stomach.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/camara.jpg",23,"herbivorous",9,"USA",NA,NA,NA,"Late Jurassic","150-140 million years ago",150,140
"Camptosaurus","KAMP-toe-sore-us","'bent lizard'","large ornithopod","5.0m","1000kg","herbivorous","beak and grinding teeth","plants","on 2 or 4 legs","Late Jurassic, 155-145 million years ago","England,
						
							United Kingdom,
						
							USA","Dinosauria, Ornithischia, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia","Marsh ","(1885) ","dispar",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/campto.jpg",5,"herbivorous",8,"England","UnitedKingdom","USA",NA,"Late Jurassic","155-145 million years ago",155,145
"Carcharodonto-saurus","kar-KAR-o-don-toe-sore-us","'Carcharodon lizard'","large theropod","12.5m",NA,"carnivorous",NA,NA,NA,"Late Cretaceous, 99-94 million years ago","Algeria,
						
							Egypt,
						
							Morocco,
						
							North Africa","Dinosauria, Saurischia, Theropoda, Carcharodontosauridae","Stromer ","(1931) ","saharicus","  Carcharodontosaurus was a very large meat-eating dinosaur.  It is named after Carcharodon, the scientific name for several types of shark - of which the great white shark is the only living example.  Carcharodontosaurus teeth look a lot like shark teeth.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/carcharodontosaurus.jpg",12.5,"carnivorous",4,"Algeria","Egypt","Morocco","NorthAfrica","Late Cretaceous","99-94 million years ago",99,94
"Carnotaurus","Kar-noh-TORE-us","'carnivorous bull'","large theropod","8.0m",NA,"carnivorous",NA,NA,NA,"Late Cretaceous, 69-71 million years ago","Argentina","Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Abelisauridae","Bonaparte ","(1985) ","sastrei","  Carnotaurus was a meat-eating dinosaur with two horns on the top of its head and very small arms.  It had an unusually short snout and its head was very narrow when viewed from the front.  Scientists have found lots of skin impressions for this dinosaur,","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/carnotaurus.jpg",8,"carnivorous",6,"Argentina",NA,NA,NA,"Late Cretaceous","69-71 million years ago",69,71
"Caudipteryx","caw-dip-ter-iks","'tail feather'","small theropod","1.0m","2kg","omnivorous","sharp teeth that pointed outwards, at the front of the upper jaw only",NA,"on 2 legs","Early Cretaceous, 125-122 million years ago","China","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caudipterygidae","Ji, Currie, Norell and Ji. ","(1998) ","zoui","  This bird-like dinosaur lived after Archaeopteryx. It had a fan of feathers at the end of its tail.  Caudipteryx has been found with gizzard stones (small stones swallowed by the dinosaur, perhaps to help digest food) and had small, weak teeth. It probab","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/caudip.jpg",1,"omnivorous",12,"China",NA,NA,NA,"Early Cretaceous","125-122 million years ago",125,122
"Cedarpelta","see-dar-pel-tuh","'Cedar [Mountain Formation] shield'","armoured dinosaur","10.0m",NA,"herbivorous",NA,NA,NA,"Early Cretaceous, 142-127 million years ago","USA","Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Ankylosauridae","Carpenter, Kirkland, Burge and Bird ","(2001) ","bilbeyhallorum","  A skull and partial skeleton of this dinosaur have been found.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Cedarpelta.jpg",10,"herbivorous",5,"USA",NA,NA,NA,"Early Cretaceous","142-127 million years ago",142,127
"Centrosaurus","Cen-TROH-sore-us","'sharp pointed lizard'","ceratopsian","6.0m","1000kg","herbivorous","horny beak","tough plant material","on 4 legs","Late Cretaceous, 76-74 million years ago","Canada","Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Centrosaurinae","apertus ",NA,"apertus","  Centrosaurus had one horn on its snout and spines around the back of its neck frill.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/centro.jpg",6,"herbivorous",10,"Canada",NA,NA,NA,"Late Cretaceous","76-74 million years ago",76,74
"Ceratosaurus","Keh-RAT-oh-sore-us","'horned lizard'","large theropod","6.0m","970kg","carnivorous",NA,NA,NA,"Late Jurassic, 153-148 million years ago","Portugal,
						
							USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Neoceratosauria","Marsh ","(1884) ","nasicornis","  Ceratosaurus means 'horned lizard'. The dinosaur was given this name because it had a row of sharp horns on its head and a row of small, bony pieces of armour running along its back. It is not known what this body armour was for, but it could have been f","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/cerato.jpg",6,"carnivorous",6,"Portugal","USA",NA,NA,"Late Jurassic","153-148 million years ago",153,148
"Cetiosauriscus","see-tee-oh-SORE-is-kuss","'like whale lizard'","sauropod","15.0m",NA,"herbivorous",NA,NA,NA,"Mid Jurassic, 175-160 million years ago","England,
						
							United Kingdom","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea","von Huene ","(1927) ","stewarti",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/cetios.jpg",15,"herbivorous",7,"England","UnitedKingdom",NA,NA,"Mid Jurassic","175-160 million years ago",175,160
"Cetiosaurus","See-TEE-oh-sore-us","'whale lizard'","sauropod","18.0m",NA,"herbivorous",NA,NA,NA,"Mid Jurassic, 170-160 million years ago","England,
						
							United Kingdom","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Cetiosauridae","Phillips ","(1871) ","oxoniensis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/cetio.jpg",18,"herbivorous",6,"England","UnitedKingdom",NA,NA,"Mid Jurassic","170-160 million years ago",170,160
"Chaoyangsaurus","chow-yahng-sore-us","'Chaoyang lizard'","ceratopsian","1.1m",NA,"herbivorous",NA,NA,NA,"Late Jurassic, 152-145 million years ago","China","Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia","Zhao, Cheng and Xu ","(1999) ","youngi","  Chaoyangsaurus is the earliest known ceratopsian (shield dinosaur).","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Chaoyangsaurus.jpg",1.1,"herbivorous",7,"China",NA,NA,NA,"Late Jurassic","152-145 million years ago",152,145
"Chasmosaurus","KAZ-mo-sore-us","'chasm lizard'","ceratopsian","5.0m","2500kg","herbivorous","horny beak","plant material","on 4 legs","Late Cretaceous, 76-74 million years ago","Canada","Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Chasmosaurinae","belli ",NA,"belli","  Chasmosaurus had a small nose horn, blunt brow horns and a long neck frill with holes.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/chasmo.jpg",5,"herbivorous",10,"Canada",NA,NA,NA,"Late Cretaceous","76-74 million years ago",76,74
"Chindesaurus","chin-dee-sore-us","'Chinde lizard'","early dinosaur","4.0m",NA,"carnivorous",NA,NA,NA,"Late Triassic, 227-210 million years ago","USA","Dinosauria, Saurischia, Theropoda, Herrerasauridae","Long and Murry ","(1995) ","bryansmalli","  Chindesaurus had a long whip-like tail and long legs. No skull has been found, so its reconstruction is guesswork based on similar dinosaurs.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Chindesaurus.jpg",4,"carnivorous",4,"USA",NA,NA,NA,"Late Triassic","227-210 million years ago",227,210
"Chinshakiango-saurus","jing-sha-kiang-oh-sore-us","'Chinshakiang lizard'","sauropod","11.0m",NA,"herbivorous",NA,NA,NA,"Late Jurassic, 159-142 million years ago","China","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda","Yeh ","(1975) ","zhongheensis","  Chinshakiangosaurus is only known from a fragmentary skeleton.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Chinshakiangosaurus.jpg",11,"herbivorous",4,"China",NA,NA,NA,"Late Jurassic","159-142 million years ago",159,142
"Chirostenotes","kie-ro-sten-oh-teez","'narrow-handed'","small theropod","1.7m",NA,"omnivorous",NA,NA,NA,"Late Jurassic, 79-67 million years ago","Canada","Dinosauria, Saurischia, Theropoda, Caenagnathidae","Gilmore ","(1924) ","pergracilis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Chirostenotes.jpg",1.7,"omnivorous",4,"Canada",NA,NA,NA,"Late Jurassic","79-67 million years ago",79,67
"Chubutisaurus","choo-boot-i-sore-us","'Chubut [Province] lizard'","sauropod","23.0m",NA,"herbivorous",NA,NA,NA,"Early Cretaceous, 112-99 million years ago","Argentina","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria","Corro ","(1974) ","insignis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Chubutisaurus.jpg",23,"herbivorous",10,"Argentina",NA,NA,NA,"Early Cretaceous","112-99 million years ago",112,99
"Chungkingo-saurus","chung-ching-oh-sore-us","'Chongqing lizard'","armoured dinosaur","4.0m",NA,"herbivorous",NA,NA,NA,"Late Jurassic, 159-142 million years ago","China","Dinosauria, Ornithischia, Thyreophora, Stegosauria, Stegosauridae, Stegosaurinae","Dong, Zhou and Zhang ","(1983) ","jiangbeiensis","  This dinosaur is known from a partial skull and a partial skeleton.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Chungkingosaurus.jpg",4,"herbivorous",6,"China",NA,NA,NA,"Late Jurassic","159-142 million years ago",159,142
"Citipati","chit-i-puh-tih","'lord of the funeral pyre'","small theropod","2.1m",NA,"omnivorous",NA,NA,NA,"Late Cretaceous, 81-75 million years ago","Mongolia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Oviraptoridae, Oviraptorinae","Clark, Norell and Barsbold ","(2001) ","osmolskae",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Citipati.jpg",2.1,"omnivorous",14,"Mongolia",NA,NA,NA,"Late Cretaceous","81-75 million years ago",81,75
"Coelophysis","seel-OH-fie-sis","'hollow form'","small theropod","2.0m","27kg","carnivorous","small and sharp","vertebrates","on 2 legs","Late Triassic, 225-190 million years ago","South Africa,
						
							USA,
						
							Zimbabwe","Dinosauria, Saurischia, Theropoda, Neotheropoda, Coelophysoidea, Coelophysidae","bauri ",NA,"bauri","  In the Late Triassic Period dinosaurs were not at the top of the food chain. Instead, early large reptiles called phytosaurs and rauisuchids domintated.  Early meat-eating dinosaurs like Coelophysis relied on their speed and agility to catch a variety of","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/coelo.jpg",2,"carnivorous",6,"SouthAfrica","USA","Zimbabwe",NA,"Late Triassic","225-190 million years ago",225,190
"Coelurus","seel-YEW-rus","'hollow tail'","small theropod","1.8m",NA,"carnivorous",NA,NA,NA,"Late Jurassic, 155-145 million years ago","USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria","Marsh ","(1879) ","fragilis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/coelurus.jpg",1.8,"carnivorous",7,"USA",NA,NA,NA,"Late Jurassic","155-145 million years ago",155,145
"Coloradisaurus","ko-lo-rahd-i-sore-us","'[Los] Colorados lizard'","prosauropod","4.0m",NA,"omnivorous",NA,NA,NA,"Late Triassic, 221-210 million years ago","Argentina","Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Plateosauria, Plateosauridae","Bonaparte ","(1978) ","brevis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Coloradisaurus.jpg",4,"omnivorous",6,"Argentina",NA,NA,NA,"Late Triassic","221-210 million years ago",221,210
"Compsognathus","Komp-sog-NATH-us","'pretty jaw'","small theropod","0.65m","3kg","carnivorous","sharp","vertebrates","on 2 legs","Late Jurassic, 145-140 million years ago","France,
						
							Germany","Dinosauria, Saurischia, Theropoda, Compsognathidae","Wagner ","(1859) ","longipes",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Compsognathus.jpg",0.65,"carnivorous",4,"France","Germany",NA,NA,"Late Jurassic","145-140 million years ago",145,140
"Conchoraptor","kon-koh-rap-tor","'conch thief'","small theropod","1.5m",NA,"carnivorous",NA,NA,NA,"Late Cretaceous, 81-76 million years ago","Mongolia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Oviraptoridae, Ingeniinae","Barsbold ","(1986) ","gracilis","  Remains of this dinosaur have been found with feathers preserved. Sexual differences can be seen in the plumage.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Conchoraptor.jpg",1.5,"carnivorous",14,"Mongolia",NA,NA,NA,"Late Cretaceous","81-76 million years ago",81,76
